Gene ID	Gene name	Control1	Control2	Control3	Control4	Infection10	Infection7	Infection8	Infection9
ENSMUSG00000051951	Xkr4	4.69767234809126	6.62709857169268	4.70818754486651	5.60413304022402	5.58706696296483	7.23442335819884	3.64012973665057	7.47970725099667
ENSMUSG00000103147	Gm7341	0	0.228520640403196	0	0	0	0	0	0
ENSMUSG00000102331	Gm19938	51.0032997792765	49.2081112334881	47.8217334914298	47.2799393111857	31.0436326322482	36.4922240192331	34.5812324981804	37.9376142550552
ENSMUSG00000025900	Rp1	0.223698683242441	0.15234709360213	0.0672598220695215	0.236794353812283	0.11803662597813	0	0	0
ENSMUSG00000025902	Sox17	5.59246708106102	4.11337152725752	5.78434469797885	7.41955641945152	6.649396596768	5.24975854311774	4.00414271031562	5.86247325078117
ENSMUSG00000104238	Gm37587	0.223698683242441	0.0761735468010652	0	0.0789314512707608	0	0	0.121337657888352	0
ENSMUSG00000102735	Gm7369	0.149132455494961	0	0.0672598220695215	0	0.0393455419927101	0	0	0.134769500017958
ENSMUSG00000098104	Gm6085	43.5466770045285	43.1142274894029	41.0284914624081	49.0164312391425	66.8874213876071	60.948416256684	49.0204137868943	47.5736335063392
ENSMUSG00000102175	Gm6119	0.298264910989921	0.15234709360213	0.269039288278086	0	0	0.128042891295555	0.121337657888352	0.202154250026937
ENSMUSG00000103922	Gm6123	1.49132455494961	0.457041280806391	1.07615715311234	1.89435483049826	1.06232963380317	1.15238602165999	1.09203892099517	1.14554075015264
ENSMUSG00000033845	Mrpl15	44.5160379652457	46.7705577358541	46.8800959824565	65.8288303598145	46.1523207574489	48.8483630292541	51.8111799183264	47.4388640063212
ENSMUSG00000025903	Lypla1	30.0501897822346	36.3347818241081	40.75945217413	35.2034272667593	36.8667728471693	37.7086314865408	27.1189665380467	39.0157702551989
ENSMUSG00000033813	Tcea1	40.4894616668818	37.5535585729252	39.4142557327396	34.8877014616763	45.326064375602	44.1107760513186	43.9242321555835	55.5924187574077
ENSMUSG00000062588	Gm6104	0.0745662277474803	0.15234709360213	0.336299110347608	0.236794353812283	0.31476433594168	0.320107228238887	0.182006486832528	0.404308500053874
ENSMUSG00000002459	Rgs20	26.7692757613454	35.8777405433017	30.6704788637018	29.6782256778061	15.6595257130986	31.1144225848198	25.0562263539447	31.4686782541932
ENSMUSG00000091305	Gm17100	0	0.0761735468010652	0.201779466208565	0.157862902541522	0.11803662597813	0.192064336943332	0.121337657888352	0.539078000071832
ENSMUSG00000091665	Gm17101	0	0	0	0	0	0	0.0606688289441761	0
ENSMUSG00000033793	Atp6v1h	160.242823429335	173.142471878821	144.474097805332	145.786390497095	157.500204596818	164.343050977844	136.747540440173	168.124951272403
ENSMUSG00000104352	Gm7182	0	0	0	0.0789314512707608	0	0	0	0
ENSMUSG00000025905	Oprk1	16.3300038766982	12.0354203945683	14.7299010332252	12.3133063982387	7.98714502452014	10.7556028688266	12.5584475914445	10.5794057514097
ENSMUSG00000033774	Npbwr1	0.969360960717244	1.29495029561811	1.07615715311234	0.94717741524913	0.354109877934391	0	1.15270774993935	0.741232250098769
ENSMUSG00000025907	Rb1cc1	175.230635206579	173.523339612827	164.652044426189	155.100301747045	110.639664083501	154.035598228552	107.080483086471	142.181822518946
ENSMUSG00000087247	Fam150a	0	0.0761735468010652	0	0.0789314512707608	0.0786910839854201	0	0.121337657888352	0.067384750008979
ENSMUSG00000103355	Gm2147	0	0.0761735468010652	0	0.157862902541522	0.0393455419927101	0	0	0
