Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu03010:Ribosome	27	3.304773562	5.45025E-11	MRPS16, MRPS15, RPL13, MRPS11, RPL36, RPS26, RPL32, MRPL14, RPL8, RPS20, MRPL33, RPSA, RPL35A, RPS5, RPS8, MRPL24, RPS18, RPS19, RPL41, MRPL28, MRPS9, RPS16, MRPL27, MRPS18A, RPS15, RPS10, RPL37A	304	145	7691	4.710911978	1.1827E-08	1.1827E-08	6.92251E-10
KEGG_PATHWAY	mmu05322:Systemic lupus erythematosus	27	3.304773562	7.50072E-11	HIST1H4N, HIST1H2AB, HIST2H3B, HIST1H2BB, HIST4H4, HIST1H4K, ACTN4, HIST1H2BG, HIST1H2BH, HIST2H3C1, HIST2H4, HIST1H2BM, HIST2H2BB, HIST1H2BK, HIST1H4A, HIST1H2BL, HIST2H2BE, HIST1H4B, HIST1H3C, HIST1H4F, HIST1H2AH, HIST1H3D, HIST1H3E, HIST1H4D, HIST1H4I, HIST1H3F, HIST1H3G	304	147	7691	4.646817938	1.62766E-08	8.13828E-09	9.52686E-10
KEGG_PATHWAY	mmu04110:Cell cycle	24	2.937576499	3.64855E-10	E2F1, CDK1, CDC6, MAD1L1, ANAPC5, DBF4, RBL1, TTK, CHEK2, SMC3, WEE1, MCM5, CCNB1, CCNE1, CDC45, RAD21, YWHAH, CDKN2C, PLK1, BUB1, BUB1B, ORC6, BUB3, SMC1B	304	124	7691	4.896646859	7.91736E-08	2.63912E-08	4.63412E-09
KEGG_PATHWAY	mmu05034:Alcoholism	30	3.671970624	1.04773E-09	HIST1H4N, HIST1H2AB, HIST2H3B, HIST1H2BB, HIST4H4, HIST1H4K, HIST1H2BG, HIST1H2BH, HIST2H3C1, HIST2H4, HIST1H2BM, HIST2H2BB, PPP1CA, HIST1H2BK, HIST1H4A, PPP1R1B, HIST1H4B, HIST1H2BL, HIST2H2BE, HIST1H3C, HIST1H4F, HIST1H2AH, HIST1H3D, HIST1H3E, HIST1H4D, GNG3, HIST1H4I, HIST1H3F, HIST1H3G, CALM2	304	202	7691	3.757328035	2.27357E-07	5.68392E-08	1.33075E-08
KEGG_PATHWAY	mmu03030:DNA replication	11	1.346389229	5.93593E-07	RFC5, DNA2, RFC3, RFC2, LIG1, PRIM2, POLA2, RNASEH2A, RNASEH2B, MCM5, RNASEH2C	304	35	7691	7.951221805	0.000128801	2.57616E-05	7.53935E-06
KEGG_PATHWAY	mmu05203:Viral carcinogenesis	26	3.182374541	3.81422E-06	HIST1H4N, CDK1, MAD1L1, HIST1H2BB, HIST4H4, HIST1H4K, ACTN4, PIK3CB, HIST1H2BG, HIST1H2BH, RBL1, GTF2B, HIST2H4, CCNE1, HIST1H2BM, HIST2H2BB, YWHAH, HIST1H4A, HIST1H2BK, HIST1H4B, HIST1H2BL, HIST2H2BE, PSMC1, HIST1H4F, HIST1H4D, HIST1H4I	304	231	7691	2.847544999	0.000827346	0.000137938	4.84444E-05
KEGG_PATHWAY	mmu00190:Oxidative phosphorylation	17	2.080783354	0.000106302	NDUFB3, ATP5D, ATP5E, ATP5J2, NDUFA2, NDUFB10, NDUFA3, COX4I1, COX5B, NDUFA1, NDUFS7, NDUFS6, UQCR10, ATP6V1E1, COX6B1, ATP5H, ATP5K	304	139	7691	3.094164142	0.022804666	0.003290106	0.001349328
KEGG_PATHWAY	mmu04114:Oocyte meiosis	13	1.591187271	0.001454656	CCNB1, CDK1, CCNE1, PPP1CA, YWHAH, ANAPC5, PLK1, SGOL1, BUB1, FBXO5, CALM2, SMC3, SMC1B	304	112	7691	2.93653078	0.270860504	0.038716854	0.018319542
KEGG_PATHWAY	mmu05012:Parkinson's disease	15	1.835985312	0.002158736	NDUFB3, ATP5D, ATP5E, NDUFA2, NDUFA3, NDUFB10, COX4I1, COX5B, NDUFA1, NDUFS7, NDUFS6, UQCR10, HTRA2, COX6B1, ATP5H	304	149	7691	2.546913635	0.374342467	0.050771559	0.027075034
KEGG_PATHWAY	mmu03460:Fanconi anemia pathway	8	0.979192166	0.003585619	RAD51C, FANCI, EME1, BRCA2, BRIP1, PALB2, BRCA1, FANCB	304	51	7691	3.968524252	0.54135451	0.074987263	0.044598628
